0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	id	path	cell	gene	hoco_tf	tf
8	14	12	16	17	15	15	20	13	21	20	22	20	15	16	9	19	18	15	14	18	18	23	13	20	17	20	13	25	17	12	9	17	23	12	14	13	16	20	15	13	11	13	17	20	24	24	14	15	23	19	18	15	23	9	20	20	12	15	24	19	15	10	21	23	15	29	23	19	27	26	27	55	65	71	90	50	46	29	28	28	18	19	15	20	15	11	14	22	19	17	20	16	24	16	13	27	10	20	12	18	19	16	16	16	26	23	11	13	15	13	8	17	12	23	24	17	19	18	17	13	10	18	10	15	16	17	23	18	12	13	22	18	13	16	10	16	13	30	25	21	16	11	14	16	21	20	22	9	21	51514_NANOG_HUES64_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/51514_NANOG_HUES64_3_3	HUES64	NANOG	NANOG	NANOG_HUMAN.H11MO.0.A
54	37	31	43	48	34	46	36	27	47	33	39	39	49	32	42	36	43	32	36	35	46	46	30	48	40	39	42	42	31	44	47	44	44	45	44	30	33	35	45	34	42	33	35	34	43	34	43	40	29	32	34	34	38	45	40	37	52	43	50	36	35	43	42	56	61	71	109	96	149	163	240	398	525	605	591	587	373	293	199	130	122	96	71	52	61	48	40	55	35	36	44	31	40	43	35	31	38	33	35	37	39	36	34	37	37	28	29	44	23	51	29	35	45	35	35	26	38	39	44	44	39	40	37	45	50	49	36	38	34	52	50	47	41	39	46	44	42	42	38	38	45	34	49	38	32	47	50	30	45	58486_POU5F1_None_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/58486_POU5F1_None_3_3	None	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
10	12	13	9	14	11	10	9	6	9	3	8	14	13	6	9	10	10	8	8	5	9	5	3	5	3	5	7	7	6	9	7	6	8	10	5	11	10	9	7	4	10	4	3	7	2	5	7	7	2	8	9	6	3	6	3	3	7	4	7	8	4	4	7	6	10	11	11	13	26	21	46	50	84	71	75	55	53	44	19	15	14	12	7	6	6	3	8	3	7	8	6	15	12	4	6	8	8	5	3	9	5	4	5	10	8	4	4	9	6	8	7	8	10	6	12	8	9	11	5	3	10	7	8	13	12	10	5	7	7	8	4	8	5	9	9	7	4	11	12	11	8	6	10	16	5	6	12	10	11	5753_POU5F1_H9_2_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/5753_POU5F1_H9_2_3	H9	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
32	32	27	28	26	34	30	42	32	20	30	35	31	37	26	22	33	28	32	29	28	22	21	26	27	24	26	20	21	28	20	29	23	22	29	39	34	32	31	22	23	29	20	27	27	32	26	37	24	18	18	20	22	24	28	22	28	29	27	26	30	30	32	24	30	37	30	40	39	63	97	106	176	342	510	580	408	230	111	83	68	38	44	28	28	28	23	33	28	26	27	24	19	31	26	28	33	21	27	34	35	29	31	35	35	29	22	23	23	28	24	27	24	23	33	29	38	25	29	20	24	37	30	22	29	18	36	35	27	23	42	31	30	30	25	28	30	33	36	38	25	27	38	33	27	27	21	23	37	29	34100_POU5F1_HUES64_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/34100_POU5F1_HUES64_3_3	HUES64	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
34	26	37	40	32	25	29	31	34	31	33	41	30	33	33	33	27	34	26	35	26	31	35	27	32	29	35	34	38	32	44	20	28	39	36	29	31	29	37	38	32	25	22	31	27	36	25	30	30	28	29	34	26	36	35	30	34	36	33	34	36	43	29	47	54	60	53	69	78	126	172	235	346	424	533	490	452	319	272	185	143	94	70	67	49	49	49	37	31	32	26	22	29	37	38	33	34	31	35	26	25	27	33	31	32	29	23	31	28	20	31	20	27	33	38	37	29	29	29	31	39	28	36	39	28	36	37	40	44	29	42	28	39	32	31	25	45	38	30	40	30	33	44	39	34	48	31	28	34	39	58485_POU5F1_None_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/58485_POU5F1_None_3_3	None	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
11	12	5	11	12	7	13	11	9	8	10	7	7	11	9	10	13	5	10	9	6	10	5	10	8	10	7	12	8	5	7	11	11	10	11	14	9	11	8	13	5	10	7	6	3	5	12	11	3	7	8	9	9	11	3	6	6	7	5	8	10	7	9	1	5	8	10	15	8	23	21	42	77	83	130	138	104	82	61	35	30	12	11	5	12	10	7	3	5	7	14	6	6	11	8	10	5	4	8	8	4	10	9	8	11	8	2	7	6	8	9	10	9	9	12	8	9	13	9	10	9	10	10	10	6	14	8	10	12	8	12	9	8	16	10	12	4	14	13	15	1	8	9	10	8	9	8	7	9	9	5754_POU5F1_H9_2_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/5754_POU5F1_H9_2_3	H9	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
34	38	34	39	32	28	38	37	48	24	36	29	29	28	35	30	39	28	29	40	45	34	37	30	30	32	34	42	27	28	23	29	23	25	36	31	31	23	31	43	23	25	34	38	26	35	37	34	30	29	29	24	26	32	26	33	36	37	30	28	30	36	25	43	43	52	53	61	71	64	116	156	218	291	314	347	324	245	173	120	87	78	49	57	34	57	42	43	33	23	36	40	26	31	31	32	25	35	45	29	43	29	33	44	39	22	27	34	41	36	30	37	38	30	31	36	41	28	38	40	31	25	39	35	29	24	41	32	35	27	32	31	42	30	41	32	40	34	38	35	49	33	36	30	43	30	29	35	26	41	58494_POU5F1_None_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/58494_POU5F1_None_3_3	None	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
10	10	12	14	15	14	13	11	10	7	13	9	12	11	6	13	8	11	8	8	13	10	8	9	10	13	9	5	11	10	6	9	11	7	20	14	6	10	14	10	13	8	6	11	11	12	15	7	4	12	11	10	9	7	8	9	14	8	13	11	5	12	6	13	6	12	8	9	18	24	39	59	71	123	168	161	114	86	55	36	22	13	17	12	16	5	5	6	10	5	5	11	11	17	6	9	6	6	7	9	9	6	11	16	15	17	6	8	9	8	11	7	12	8	9	12	11	7	14	9	9	13	14	15	10	13	13	8	10	8	15	14	10	15	12	12	11	10	12	12	9	14	9	11	7	10	7	10	10	11	5755_POU5F1_H9_2_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/5755_POU5F1_H9_2_3	H9	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
46	33	29	29	24	27	37	36	35	29	29	28	40	37	33	35	35	34	32	34	31	28	25	28	37	34	41	28	25	30	30	27	24	29	29	31	44	37	33	24	40	29	21	30	36	25	26	29	37	31	31	28	17	24	28	25	33	23	35	32	23	31	24	40	35	47	56	59	62	85	116	146	225	268	292	315	275	196	189	130	86	72	59	42	36	41	49	36	34	38	22	25	33	28	21	28	40	29	34	35	35	33	31	35	23	27	34	25	30	33	36	25	32	30	37	41	30	32	52	35	25	26	35	32	34	32	30	29	29	30	32	39	27	31	34	20	36	36	37	36	35	26	34	35	29	30	29	37	35	26	58495_POU5F1_None_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/58495_POU5F1_None_3_3	None	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
7	11	3	9	10	9	9	8	6	2	9	8	7	6	9	3	6	6	3	7	7	3	6	7	8	6	5	4	8	2	14	8	8	9	8	6	5	5	6	9	9	3	8	9	6	1	7	5	11	4	3	4	4	6	8	11	6	10	7	3	10	8	4	12	14	8	18	9	21	31	31	36	81	112	201	176	112	70	53	37	19	15	12	7	14	10	10	10	8	10	9	7	3	8	12	5	11	6	9	6	5	5	4	14	4	7	7	8	4	8	7	7	11	8	8	9	6	12	5	10	1	13	8	12	6	8	7	9	10	8	13	10	11	11	9	6	8	7	8	11	9	7	8	8	11	8	7	7	6	12	86531_POU5F1_None_3_2	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/86531_POU5F1_None_3_2	None	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
24	36	29	27	21	35	32	38	34	22	34	23	31	38	25	27	25	35	34	35	21	23	27	22	25	29	24	20	24	29	22	27	23	19	32	41	25	36	32	18	25	36	20	20	26	30	33	30	28	17	16	21	25	23	24	22	34	27	27	30	29	29	26	22	28	37	31	47	42	68	90	106	174	330	516	548	430	214	115	86	65	36	39	27	29	25	27	36	29	24	23	23	27	25	25	27	29	22	29	32	32	33	30	35	34	27	23	22	25	22	29	26	20	26	29	32	30	30	31	23	22	40	27	24	26	20	32	32	29	27	38	34	28	32	25	27	29	31	38	34	32	31	33	29	32	22	21	28	35	30	51546_POU5F1_HUES64_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/51546_POU5F1_HUES64_3_3	HUES64	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
20	19	25	13	24	22	18	19	20	23	26	19	14	23	19	14	16	21	23	18	24	21	20	25	23	20	16	20	23	17	26	21	20	35	25	27	30	17	20	26	17	22	16	12	27	17	24	10	18	21	18	14	24	20	19	14	19	20	19	22	21	20	19	19	15	18	25	30	28	38	51	82	109	176	257	274	194	109	71	48	37	30	23	18	18	21	20	20	16	16	21	11	20	13	15	21	19	16	15	22	26	16	12	15	28	24	20	14	12	18	14	24	21	24	22	31	16	15	22	21	16	21	19	35	15	35	13	19	18	23	24	27	23	19	15	22	17	27	25	19	21	29	21	23	17	14	20	21	31	30	46194_POU5F1_H1_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/ESC/46194_POU5F1_H1_3_3	H1	POU5F1	PO5F1	PO5F1_HUMAN.H11MO.0.A
62	62	71	64	63	86	71	63	69	58	70	55	54	65	68	68	56	62	66	81	56	64	66	54	60	66	63	55	64	62	62	58	62	72	65	63	69	54	54	55	62	64	57	51	71	71	61	57	64	88	78	67	65	77	62	64	73	95	72	70	74	63	64	52	66	65	75	105	118	132	225	342	619	1266	2334	2312	1372	669	357	213	158	118	89	60	64	56	52	68	73	84	71	86	76	71	62	56	75	73	63	61	68	60	59	47	61	43	64	71	63	62	53	55	53	63	63	69	52	60	52	71	58	59	66	59	52	61	65	50	60	68	53	69	54	59	69	65	68	63	52	61	61	59	63	57	44	55	53	60	61	70	2321_FOXA1_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/2321_FOXA1_MCF_7_3_3	MCF	FOXA1	FOXA1	FOXA1_HUMAN.H11MO.0.A
6	4	5	7	7	8	4	2	8	8	5	5	4	4	5	6	5	7	7	4	3	1	11	6	5	5	6	1	8	5	9	5	3	4	4	4	2	6	3	6	3	4	0	6	2	4	7	1	8	3	6	6	2	4	5	7	8	6	8	7	7	4	3	8	6	7	4	9	10	13	23	32	45	139	238	314	195	100	44	18	14	10	8	11	7	9	3	6	10	6	3	4	4	7	3	4	10	3	7	5	8	0	2	2	5	9	4	4	5	8	6	2	4	5	4	5	6	1	7	4	5	3	1	3	4	3	5	5	3	4	2	4	8	5	3	3	7	5	7	3	4	8	3	5	3	6	5	8	5	4	2319_FOXA1_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/2319_FOXA1_MCF_7_3_3	MCF	FOXA1	FOXA1	FOXA1_HUMAN.H11MO.0.A
12	8	7	12	17	14	9	17	11	13	11	14	10	13	11	18	12	13	13	8	12	13	14	8	10	11	11	11	9	8	18	8	12	8	4	15	9	7	13	9	11	12	12	5	8	10	9	8	12	12	4	14	13	10	12	12	16	16	12	12	15	15	9	16	16	10	13	13	17	29	53	57	130	264	424	377	241	108	63	40	34	21	20	9	15	13	12	17	17	13	10	9	13	11	7	6	6	14	10	15	6	14	10	9	10	10	11	10	14	12	9	10	11	9	10	14	12	12	14	11	7	8	6	11	8	11	10	7	7	8	8	6	11	11	15	8	9	21	6	17	7	9	12	10	12	8	10	18	9	10	2320_FOXA1_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/2320_FOXA1_MCF_7_3_3	MCF	FOXA1	FOXA1	FOXA1_HUMAN.H11MO.0.A
119	104	102	130	125	114	120	108	119	111	106	105	112	116	97	119	106	119	119	120	122	97	121	131	114	108	111	113	121	110	127	116	111	121	103	111	121	110	98	115	105	113	121	107	106	133	119	133	111	123	110	142	124	117	133	113	132	141	133	136	129	117	108	94	92	117	122	146	168	227	310	458	769	1935	4607	4975	2037	838	483	299	244	186	136	98	106	95	97	107	133	128	148	162	151	114	135	90	118	112	119	129	100	97	95	118	118	111	117	114	99	112	84	114	112	120	106	113	107	120	105	106	125	117	119	114	105	123	97	109	112	114	115	114	117	121	112	112	121	99	124	115	109	114	69	119	92	95	114	119	109	130	6566_FOXA1_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/6566_FOXA1_MCF_7_3_3	MCF	FOXA1	FOXA1	FOXA1_HUMAN.H11MO.0.A
66	80	66	69	87	65	90	85	76	60	83	64	71	82	71	76	68	73	75	59	76	83	83	84	65	77	64	58	75	70	72	67	71	66	71	72	66	56	60	61	76	73	61	66	74	82	80	66	87	92	82	73	76	72	71	70	84	132	83	85	85	74	61	70	88	76	90	113	131	166	241	384	709	1426	2745	2835	1572	735	397	237	176	158	104	70	64	60	83	75	73	108	78	106	95	88	91	82	66	71	83	74	71	67	68	55	66	67	66	63	75	73	72	61	68	67	67	75	76	67	75	71	77	72	76	68	59	65	68	72	73	64	80	67	64	68	84	74	73	72	68	74	70	71	65	67	69	60	53	66	70	77	2322_FOXA1_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/2322_FOXA1_MCF_7_3_3	MCF	FOXA1	FOXA1	FOXA1_HUMAN.H11MO.0.A
4	0	1	0	0	0	0	1	0	2	2	2	0	0	5	0	2	2	2	0	0	0	0	2	1	2	1	0	0	1	1	5	2	1	2	2	2	0	3	0	1	2	1	1	1	1	0	1	1	1	1	1	2	0	0	3	2	1	1	3	2	0	2	1	2	3	2	3	5	5	5	10	24	70	164	141	47	15	6	7	6	0	2	2	2	3	1	3	0	0	0	0	1	0	0	0	2	0	2	1	0	1	0	0	0	4	1	1	1	0	2	2	2	0	3	0	2	0	1	2	0	3	1	1	1	0	3	3	2	2	0	0	3	1	0	2	1	2	2	1	2	0	2	1	1	0	0	0	2	2	87110_GRHL2_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/87110_GRHL2_MCF_7_3_3	MCF	GRHL2	GRHL2	GRHL2_HUMAN.H11MO.0.A
14	12	20	15	20	15	17	15	12	16	16	12	18	22	18	29	19	15	18	16	21	17	23	18	21	22	20	19	23	17	18	12	21	12	17	15	20	16	17	15	20	13	16	11	16	19	18	13	17	14	7	16	13	27	19	12	12	13	20	14	12	21	12	10	10	25	18	24	25	42	51	102	214	670	1577	1624	617	186	89	54	46	25	32	20	23	11	14	16	12	11	12	11	16	18	19	15	11	18	16	15	15	15	14	6	22	13	21	13	16	19	16	15	23	14	14	16	22	18	16	20	13	21	16	15	28	16	23	13	15	14	16	10	23	10	18	19	15	27	22	25	18	20	11	15	17	13	21	17	14	17	73183_GRHL2_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/73183_GRHL2_MCF_7_3_3	MCF	GRHL2	GRHL2	GRHL2_HUMAN.H11MO.0.A
11	14	12	15	17	10	16	15	10	13	12	19	14	17	13	19	14	12	17	20	19	10	23	15	11	12	17	14	21	13	8	15	22	16	17	8	19	13	12	14	21	23	11	11	6	18	13	14	11	14	9	16	10	17	15	12	9	10	14	12	11	9	9	17	14	15	22	17	33	38	50	108	243	582	1194	1277	600	266	99	68	43	33	20	24	16	17	12	15	12	10	11	10	14	10	8	8	12	11	9	17	14	10	15	6	15	11	17	6	15	13	22	16	18	15	11	12	16	13	20	18	19	15	21	19	17	15	18	14	17	14	9	15	16	13	16	11	18	22	17	18	25	16	15	20	12	19	11	16	13	13	73185_GRHL2_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/73185_GRHL2_MCF_7_3_3	MCF	GRHL2	GRHL2	GRHL2_HUMAN.H11MO.0.A
13	15	16	11	19	12	17	11	11	15	10	14	13	17	12	17	16	14	13	10	15	16	13	22	20	14	19	10	9	16	16	17	15	19	13	12	9	15	9	21	16	20	12	16	12	11	8	14	16	10	15	7	12	9	14	12	10	9	13	10	16	13	16	12	18	25	20	23	31	40	65	144	283	563	901	1059	630	324	148	79	46	40	29	18	17	15	16	16	9	12	11	9	15	10	6	14	10	12	6	12	9	13	11	9	16	10	3	11	20	13	14	11	14	14	17	12	19	19	25	15	18	10	17	15	14	19	14	20	13	14	10	12	11	13	19	15	14	13	27	22	18	12	12	16	9	18	13	15	12	11	73184_GRHL2_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/73184_GRHL2_MCF_7_3_3	MCF	GRHL2	GRHL2	GRHL2_HUMAN.H11MO.0.A
9	13	14	10	13	7	12	7	14	7	10	11	7	13	11	14	10	7	12	12	15	9	8	9	11	13	17	11	11	9	13	13	12	11	11	9	16	8	16	15	12	10	10	13	9	14	8	15	8	5	7	14	12	13	11	11	7	17	5	8	14	14	12	12	10	8	9	15	11	26	41	46	136	463	1261	1070	301	107	72	49	30	19	12	14	8	5	7	9	10	13	7	8	6	7	9	18	13	7	11	6	11	9	11	6	11	13	10	11	11	12	13	13	22	6	10	12	13	11	10	14	6	14	12	14	17	15	8	15	14	5	9	9	9	8	10	9	13	15	17	14	6	12	13	16	10	5	10	14	10	11	85047_GRHL2_MCF_7_3_3	/scratch/Users/tajo5912/capplication_v3/cistrome_rbg/MCF7/85047_GRHL2_MCF_7_3_3	MCF	GRHL2	GRHL2	GRHL2_HUMAN.H11MO.0.A
