"","SRR3728891","SRR3728890","SRR3728893","SRR3728892"
"ABCF2;NM_007189.3",146.086888375692,151.44696681468,189.980545291296,188.825953876328
"ABCF2-H2BK1;NM_005692.5",215.146144698746,206.35756296971,252.674125237424,254.120909889638
"ABCF3;NM_018358.3",94.292446133401,97.4220254363439,83.5914399281704,87.3540627745629
"ABCG1;NM_004915.4",300.142152480967,284.295183318785,166.232977129884,155.296111599223
"ABCG2;NM_004827.3",10.6245009727776,6.19958343685825,14.2485408968472,15.8825568681023
"ABCG4;NM_022169.5",2.6561252431944,0,0,3.52945708180052
"ABCG5;NM_022436.3",0,0,0,0
"ABCG8;NM_022437.3",1.3280626215972,0.885654776694035,1.89980545291296,0.88236427045013
"ABHD1;NM_032604.4",14.6086888375692,15.0561312037986,4.74951363228241,7.05891416360104
"ABHD10;NM_018394.4",231.082896157912,197.50101520277,148.184825327211,191.473046687678
"ABHD11;NM_148912.4",21.2490019455552,27.4552980775151,21.8477627084991,19.4120139499029
"ABHD11-AS1;NR_026690.1",0,0,0,0
"ABHD12;NM_015600.5",486.070919504574,468.511376871145,524.346305003978,457.947056363618
"ABHD12B;NM_181533.4",2.6561252431944,3.54261910677614,1.89980545291296,0.88236427045013
"ABHD13;NM_032859.3",120.853698565345,121.334704407083,143.435311694929,151.766654517422
"ABHD14A;NM_015407.5",45.1541291343047,48.7110127181719,28.4970817936945,36.1769350884554
"ABHD14A-ACY1;NM_001316331.2",195.225205374788,212.557146406568,150.084630780124,161.472661492374
"ABHD14B;NM_001254753.1",175.30426605083,145.247383377822,120.637646259973,110.295533806266
"ABHD15;NM_198147.3",43.8260665127075,54.9105961550302,52.2446499551065,60.0007703906089
"ABHD16A;NM_001177515.2",154.055264105275,131.076906950717,249.824417058055,232.061803128384
"ABHD16B;NM_080622.4",0,0,0,0
"ABHD17A;NM_031213.4",66.4031310798599,73.5093464656049,47.4951363228241,52.0594919565577
"ABHD17B;NM_016014.4",318.735029183327,303.779588406054,405.608464196918,403.24047159571
"ABHD17C;NM_021214.2",232.41095877951,194.844050872688,249.824417058055,292.944937789443
"ABHD18;NM_001319305.3",585.675616124364,546.44899722022,590.839495855932,537.359840704129
"ABHD2;NM_007011.8",2436.99491063086,2463.00593398611,4194.77044003182,4011.22797346629
"ABHD3;NM_138340.5",318.735029183327,296.694350192502,226.076848896643,215.296881989832
"ABHD4;NM_022060.3",328.031467534508,333.891850813651,398.959145111722,428.829035438763
"ABHD5;NM_001355186.2",257.644148589856,268.353397338293,251.724222510968,275.297652380441
"ABHD6;NM_020676.7",216.474207320343,201.92928908624,152.934338959494,152.649018787873
"ABHD8;NM_024527.5",75.6995694310403,64.6527986986646,67.4430935784102,53.824220497458
"ABI1;NM_005470.4",807.462073931096,712.952095238698,1016.39591730844,946.77686219299
"ABI2;NM_005759.7",610.908805934711,569.476021414265,566.142024968063,527.653833729178
"ABI3;NM_016428.3",38.5138160263187,29.2266076309032,23.747568161412,27.353292383954
"ABI3BP;NM_015429.4",1.3280626215972,0,1.89980545291296,6.17654989315091
"ABITRAM;NM_017832.4",59.7628179718739,66.4241082520526,52.2446499551065,62.6478632019593
"ABL1;NM_005157.6",484.742856882977,426.885602366525,508.197958654218,473.82961323172
"ABL2;NM_007314.4",822.070762768665,902.482217451222,959.401753721047,948.54159073389
"ABLIM1;NM_006720.4",420.995851046312,433.085185803383,560.442608609324,561.183676006283
"ABLIM2;NM_001130088.2",66.4031310798599,72.6236916889109,35.1464008788898,36.1769350884554
"ABLIM3;NM_001301015.3",21.2490019455552,24.798333747433,30.3968872466074,37.0592993589055
"ABO;NM_020469.3",1.3280626215972,0,0.949902726456482,1.76472854090026
"ABR;NM_001092.5",532.553111260476,566.819057084183,469.251946869502,470.30015614992
"ABRA;NM_139166.5",0,0,0,0
"ABRACL;NM_021243.3",53.1225048638879,37.1975006211495,56.0442608609324,71.4715059064606
"ABRAXAS1;NM_139076.3",82.3398825390263,67.3097630287467,51.29474722865,48.5300348747572
"ABRAXAS2;NM_032182.4",225.770645671524,211.671491629874,213.728113452708,234.708895939735
"ABT1;NM_013375.4",96.9485713765954,99.193334989732,70.2928017577796,86.4716985041128
"ABTB1;NM_032548.4",67.7311937014571,61.1101795918884,44.6454281434546,35.2945708180052
"ABTB2;NM_145804.3",974.797964252343,969.791980479969,3871.80351303662,3398.8671697739
"ABTB3;NM_001017523.2",5.31225048638879,10.6278573203284,2.84970817936945,3.52945708180052
"ACAA1;NM_001607.4",225.770645671524,248.868992251024,162.433366224058,171.178668467325
"ACAA2;NM_006111.3",54.4505674854851,46.0540483880898,34.1964981524333,37.9416636293556
"ACACA;NM_198837.2",4611.03342218547,4601.86221970221,5829.55303226343,5789.19197842331
"ACACB;NM_001412742.1",177.960391294025,152.332621591374,160.533560771145,142.943011812921
"ACAD10;NM_025247.6",549.81792534124,525.193282579563,483.500487766349,471.18252042037
"ACAD11;NM_032169.5",505.991858828532,527.850246909645,445.50437870809,517.065462483776
"ACAD8;NM_014384.3",104.916947106179,108.935537533366,96.8900780985611,86.4716985041128
"ACAD9;NM_014049.5",389.122348127979,384.374173085211,376.161479676767,367.063536507254
"ACADL;NM_001608.4",0,0.885654776694035,3.79961090582593,0
"ACADM;NM_000016.6",399.746849100756,392.345066075458,400.858950564635,401.475743054809
"ACADS;NM_000017.4",62.4189432150683,78.8232751257691,62.6935799461278,73.2362344473608
"ACADSB;NM_001609.4",300.142152480967,325.920957823405,556.642997703498,484.417984477122
"ACADVL;NM_000018.4",375.841721912007,363.118458444555,459.752919604937,397.946285973009
"ACAN;NM_001135.4",1.3280626215972,2.65696433008211,0.949902726456482,0.88236427045013
"ACAP1;NM_014716.4",1.3280626215972,0,0.949902726456482,0.88236427045013
"ACAP2;NM_012287.6",958.861212793177,1026.47388618839,885.309341057441,937.953219488489
"ACAP3;NM_030649.3",200.537455861177,224.070658503591,194.730058923579,195.002503769479
"ACAT1;NM_000019.4",239.051271887496,232.041551493837,187.130837111927,164.119754303724
"ACAT2;NM_005891.3",91.6363208902066,97.4220254363439,99.7397862779306,112.942626617617
"ACBD3;NM_022735.4",394.434598614368,409.172506832644,505.348250474848,531.183290810979
"ACBD3-AS1;NR_146443.1",5.31225048638879,5.31392866016421,0.949902726456482,1.76472854090026
"ACBD4;NM_001321352.2",188.584892266802,188.64446743583,143.435311694929,130.589912026619
"ACBD5;NM_001042473.4",365.217220939229,361.347148891166,413.20768600857,404.12283586616
"ACBD6;NM_032360.4",1751.7145978867,1846.59020940706,1868.4586629399,1947.37794488344
"ACBD7;NM_001039844.3",22.5770645671524,32.7692267376793,34.1964981524333,51.1771276861076
"ACBD7-DCLRE1CP1;NR_144471.1",27.8893150535412,39.8544649512316,41.7957199640852,58.2360418497086
"ACCS;NM_032592.4",0,0,0,0
"ACCSL;NM_001031854.2",1.3280626215972,0,0,0.88236427045013
"ACD;NM_022914.3",17.2648140807636,13.2848216504105,15.1984436233037,15.0001925976522
"ACE;NM_000789.4",0,2.65696433008211,0,0
"ACE2;NM_001389402.1",13.280626215972,9.74220254363439,17.0982490762167,28.2356566544042
"ACE2-DT;NR_126564.1",2.6561252431944,2.65696433008211,12.3487354439343,26.4709281135039
"ACER1;NM_133492.3",2.6561252431944,0.885654776694035,1.89980545291296,0.88236427045013
"ACER2;NM_001010887.3",375.841721912007,354.261910677614,425.556421452504,435.005585331914
"ACER3;NM_018367.7",519.272485044504,493.309710618578,555.693094977042,572.654411522135
"ACHE;NM_001367917.1",3.98418786479159,15.9417859804926,5.69941635873889,13.235464056752
"ACIN1;NM_001164816.2",544.505674854851,620.843998462519,618.38667492317,609.71371088104
"ACKR1;NM_002036.4",0,0,0,0
"ACKR2;NM_001296.5",95.6205087549982,104.507263649896,60.7937744932148,55.5889490383582
"ACKR3;NM_020311.3",1150.10223030317,1177.92085300307,658.282589434342,626.478632019593
"ACKR4;NM_178445.2",0,0,0,0
"ACLY;NM_001303274.1",640.126183609849,635.014474889623,501.548639569022,495.006355722523
"ACMSD;NM_138326.3",3.98418786479159,0,1.89980545291296,1.76472854090026
"ACO1;NM_002197.3",328.031467534508,355.147565454308,389.460117847158,395.299193161658
"ACO2;NM_001098.3",317.40696656173,357.80452978439,336.265565165595,332.651329959699
"ACOD1;NM_001258406.2",0,0,0,0
"ACOT1;NM_001037161.2",0,1.77130955338807,1.89980545291296,1.76472854090026
"ACOT11;NM_015547.4",273.580900049023,278.981254658621,184.281128932557,208.237967826231
"ACOT12;NM_130767.3",11.9525635943748,12.3991668737165,11.3988327174778,14.1178283272021
"ACOT13;NM_018473.4",284.2054010218,289.60911197895,243.175097972859,277.944745191791
"ACOT2;NR_046028.1",33.2015655399299,40.7401197279256,33.2465954259769,37.0592993589055
"ACOT4;NM_152331.4",1.3280626215972,0,0,0
"ACOT6;NM_001365788.1",1.3280626215972,2.65696433008211,2.84970817936945,0.88236427045013
"ACOT7;NM_181865.3",144.758825754095,132.848216504105,155.784047138863,127.942819215269
"ACOT8;NM_005469.4",142.1027005109,148.790002484598,143.435311694929,109.413169535816
"ACOT9;NM_001033583.3",112.885322835762,119.563394853695,116.838035354147,135.88409764932
"ACOX1;NM_004035.7",369.201408804021,340.09143425051,339.115273344964,335.29842277105
"ACOX2;NM_003500.4",33.2015655399299,31.8835719609853,10.4489299910213,23.8238353021535
"ACOX3;NM_003501.3",965.501525901163,1007.87513587781,793.168776591162,794.127843405117
"ACOXL;NM_001365487.2",59.7628179718739,67.3097630287467,19.9479572555861,30.0003851953044
"ACOXL-AS1;NR_122074.1",19.920939323958,16.8274407571867,18.0481518026732,15.0001925976522
"ACP1;NM_004300.4",184.60070440201,169.160062348561,174.782101667993,172.061032737775
"ACP2;NM_001302489.2",73.0434441878459,93.8794063295677,72.1926072106926,81.177512881412
"ACP3;NM_001099.5",2328.09377565989,2256.6483710164,978.399808250176,1048.24875329476
"ACP4;NM_033068.3",0,0,0,0.88236427045013
"ACP5;NM_001322023.2",0,0,0,0.88236427045013
"ACP6;NM_001323625.2",245.691584995482,300.236969299278,253.624027963881,219.708703342082
"ACP7;NM_001004318.3",0,0.885654776694035,0.949902726456482,0.88236427045013
"ACR;NM_001097.3",1.3280626215972,1.77130955338807,1.89980545291296,0.88236427045013
"ACRBP;NM_032489.3",13.280626215972,12.3991668737165,16.1483463497602,14.1178283272021
"ACRV1;NM_001612.6",10.6245009727776,18.5987503105747,20.8978599820426,17.6472854090026
"ACSBG1;NM_015162.5",15.9367514591664,14.1704764271046,9.49902726456482,4.41182135225065
"ACSBG2;NM_030924.5",1.3280626215972,0,5.69941635873889,1.76472854090026
"ACSF2;NR_110232.1",15.9367514591664,19.4844050872688,9.49902726456482,7.94127843405117
"ACSF3;NR_045667.2",189.912954888399,197.50101520277,182.381323479644,172.061032737775
"ACSL1;NM_001286710.2",1011.98371765706,1060.12876770276,551.893484071216,563.830768817633
"ACSL3;NM_004457.5",973.469901630746,947.650611062618,855.86235653729,825.010592870872
"ACSL4;NM_004458.3",34.5296281615271,61.1101795918884,45.5953308699111,56.4713133088083
"ACSL5;NM_203380.2",6.64031310798599,3.54261910677614,56.9941635873889,49.4123991452073
"ACSL6;NM_001405483.1",15.9367514591664,20.3700598639628,15.1984436233037,12.3530997863018
"ACSL6-AS1;NR_183256.1",0,0,0,0
"ACSM1;NM_052956.3",49.1383169990963,64.6527986986646,54.1444554080195,69.7067773655603
"ACSM2A;NM_001308169.2",0,0,0,0
"ACSM2B;NM_182617.4",0,0.885654776694035,0,0
"ACSM3;NM_005622.4",43.8260665127075,69.0810725821348,38.9460117847158,39.7063921702559
"ACSM4;NM_001080454.2",0,0,0.949902726456482,0
"ACSM5;NM_001324373.2",1.3280626215972,0.885654776694035,0,0
"ACSM6;NM_207321.3",0,0,1.89980545291296,0
"ACSS1;NM_032501.4",77.0276320526375,64.6527986986646,33.2465954259769,36.1769350884554
"ACSS2;NM_001242393.2",342.640156372077,337.434469920427,269.772374313641,254.120909889638
"ACSS3;NM_024560.4",2.6561252431944,9.74220254363439,5.69941635873889,14.1178283272021
"ACTA1;NM_001100.4",1.3280626215972,1.77130955338807,3.79961090582593,0
"ACTA2;NM_001141945.3",33.2015655399299,34.5405362910674,131.086576250994,149.119561706072
"ACTA2-AS1;NR_125373.1",9.29643835118038,5.31392866016421,3.79961090582593,7.05891416360104
"ACTB;NM_001101.5",488.727044747769,448.141317007182,476.851168681154,451.770506470467
"ACTBL2;NM_001017992.4",0,0,0,0
"ACTC1;NM_005159.5",0,0,0,0
"ACTE1P;NR_038862.1",1.3280626215972,0.885654776694035,0.949902726456482,0
"ACTG1;NM_001614.5",391.778473371173,346.291017687368,333.415856986225,307.062766116645
"ACTG1P17;NR_036446.1",158.039451970067,168.274407571867,169.082685309254,157.943204410573
"ACTG1P20;NR_033926.1",26.561252431944,24.798333747433,19.9479572555861,25.5885638430538
"ACTG1P25;NR_002929.2",17.2648140807636,21.2557146406568,11.3988327174778,18.5296496794527
"ACTG1P4;NR_024438.2",0,2.65696433008211,1.89980545291296,0
"ACTG2;NM_001615.4",0,0,0.949902726456482,0
"ACTL10;NM_001024675.2",35.8576907831243,35.4261910677614,17.0982490762167,26.4709281135039
"ACTL6A;NM_004301.5",167.335890321247,154.989585921456,198.529669829405,198.531960851279
"ACTL6B;NM_016188.5",0,0,0,0
"ACTL7A;NM_006687.4",0,0,0,0
"ACTL7B;NM_006686.4",0,0,0,0
"ACTL8;NM_030812.3",3.98418786479159,0.885654776694035,0,0
"ACTL9;NM_178525.5",0,0,0,0
"ACTMAP;NM_198476.5",45.1541291343047,49.596667494866,52.2446499551065,58.2360418497086
"ACTN1;NM_001102.4",438.260665127075,486.224472405025,537.644943174369,534.712747892779
"ACTN1-DT;NR_073422.1",21.2490019455552,14.1704764271046,24.6974708878685,21.1767424908031
"ACTN2;NM_001103.4",1.3280626215972,3.54261910677614,4.74951363228241,2.64709281135039
"ACTN3;NM_001258371.3",5.31225048638879,3.54261910677614,4.74951363228241,2.64709281135039
"ACTN4;NM_004924.6",1164.71091914074,1206.26180585728,1547.39154139761,1398.54736866346
"ACTR10;NM_018477.3",370.529471425618,352.490601124226,434.105545990612,414.711207111561
"ACTR1A;NM_005736.4",172.648140807636,178.902264892195,208.978599820426,195.884868039929
"ACTR1B;NM_005735.4",130.150136916525,123.106013960471,125.387159892256,120.001540781218
"ACTR2;NM_005722.4",431.620352019089,343.634053357286,404.658561470461,427.064306897863
"ACTR3;NM_005721.5",877.849392875748,894.511324460976,942.30350464483,1022.6601894517
"ACTR3-AS1;NR_110174.1",668.01549866339,704.981202248452,783.669749326597,806.480943191419
"ACTR3B;NM_020445.6",395.762661235965,395.887685182234,383.760701488419,324.710051525648
"ACTR3BP2;NR_027714.1",0,0,0,0
"ACTR3BP5;NR_045000.1",0,0,0,0
"ACTR3C;NR_147013.2",483.41479426138,527.850246909645,752.322959353534,712.950330523705
"ACTR5;NM_024855.4",115.541448078956,141.704764271046,127.286965345169,112.942626617617
"ACTR6;NM_022496.5",224.442583049926,198.386669979464,205.1789889146,251.473817078287
"ACTR8;NM_022899.5",192.569080131594,198.386669979464,233.676070708295,238.238353021535
"ACTRT1;NM_138289.4",0,0,0,0
"ACTRT2;NM_080431.5",0,0,0,0
"ACTRT3;NM_032487.5",2.6561252431944,4.42827388347018,1.89980545291296,3.52945708180052
"ACVR1;NM_001111067.4",505.991858828532,465.854412541063,437.905156896438,427.064306897863
"ACVR1B;NM_004302.5",410.371350073534,391.459411298764,430.305935084786,415.593571382011
"ACVR1C;NM_001111031.2",11.9525635943748,4.42827388347018,6.64931908519537,11.4707355158517
"ACVR2A;NM_001616.5",891.13001909172,818.345013665289,889.108951963267,947.65922646344
"ACVR2B;NM_001106.4",177.960391294025,178.902264892195,150.084630780124,165.002118574174
"ACVR2B-AS1;NR_028389.1",43.8260665127075,38.0831553978435,35.1464008788898,38.8240278998057
"ACVRL1;NM_001077401.2",0,0.885654776694035,9.49902726456482,2.64709281135039
"ACY1;NM_000666.3",106.245009727776,110.706847086754,82.6415372017139,90.8835198563634
"ACY3;NM_080658.2",0,0,0,0
"ACYP1;NM_001107.5",96.9485713765954,99.193334989732,94.0403699191917,82.0598771518621
"ACYP2;NM_001320586.2",1091.6674749529,1027.35954096508,1065.79085908417,987.365618633696
"ADA;NM_000022.4",57.1066927286795,58.4532152618063,56.9941635873889,61.7654989315091
"ADA2;NM_177405.3",0,4.42827388347018,5.69941635873889,1.76472854090026
"ADAD1;NM_139243.4",2.6561252431944,1.77130955338807,0.949902726456482,1.76472854090026
"ADAD2;NM_139174.4",0,0,0,0
"ADAL;NM_001324364.2",123.509823808539,139.047799940964,140.585603515559,152.649018787873
"ADAM10;NM_001110.4",1715.85690710358,1791.67961325203,2351.95915070625,2324.14748836564
"ADAM11;NM_002390.6",42.4980038911103,61.1101795918884,37.0462063318028,23.8238353021535
"ADAM12;NM_021641.5",9.29643835118038,13.2848216504105,17.0982490762167,25.5885638430538
"ADAM15;NM_001261466.2",143.430763132497,143.476073824434,170.03258803571,136.76646191977
"ADAM15-EFNA4;NR_176418.1",397.090723857562,381.717208755129,403.708658744005,352.063343909602
"ADAM17;NM_003183.6",529.896986017282,521.650663472787,998.347765505762,938.835583758939
"ADAM18;NM_014237.3",23.9051271887496,22.1413694173509,16.1483463497602,22.9414710317034
"ADAM19;NM_033274.5",0,4.42827388347018,3.79961090582593,5.29418562270078
"ADAM2;NM_001464.5",96.9485713765954,86.7941681160155,120.637646259973,103.236619642665
"ADAM20;NM_003814.5",81.0118199174291,82.3658942325453,81.6916344752574,75.0009629882611
"ADAM20P1;NR_037933.1",34.5296281615271,30.9979171842912,29.4469845201509,15.8825568681023
"ADAM21;NM_003813.4",0,0.885654776694035,0,0
"ADAM21P1;NR_003951.1",0,0,0,0
"ADAM22;NM_016351.6",735.746692364847,751.035250636542,548.09387316539,550.595304760881
"ADAM23;NM_003812.4",22.5770645671524,22.1413694173509,12.3487354439343,17.6472854090026
"ADAM28;NM_014265.6",3.98418786479159,2.65696433008211,3.79961090582593,7.05891416360104
"ADAM29;NM_014269.4",0,0,0,0
"ADAM30;NM_021794.4",1.3280626215972,0,0.949902726456482,0.88236427045013
"ADAM32;NM_001313994.1",99.6046966197898,108.049882756672,104.489299910213,112.060262347167
"ADAM33;NM_025220.5",1.3280626215972,0,0.949902726456482,0
"ADAM3A;NR_001569.3",0,0,0,0
"ADAM3B;NR_144553.1",0,0,0,0
"ADAM5;NR_001448.2",2.6561252431944,0,0.949902726456482,0.88236427045013
"ADAM6;NR_002224.2",0,0,0,0
"ADAM7;NM_003817.4",18.5928767023608,19.4844050872688,326.76653790103,357.357529532303
"ADAM7-AS1;NR_125808.1",35.8576907831243,37.1975006211495,248.874514331598,265.591645405489
"ADAM7-AS2;NR_125809.1",10.6245009727776,15.0561312037986,63.6434826725843,78.5304200700616
"ADAM8;NM_001109.5",70.3873189446515,62.8814891452765,49.3949417757371,53.824220497458
"ADAM9;NM_003816.3",1340.01518519157,1307.2264504004,1341.26264975655,1395.90027585211
"ADAMDEC1;NM_001145271.2",0,0,1.89980545291296,0.88236427045013
"ADAMTS1;NM_006988.5",3346.71780642494,3617.89976279513,3869.90370758371,4117.11168592031
"ADAMTS10;NM_030957.4",0,0.885654776694035,1.89980545291296,0.88236427045013
"ADAMTS12;NM_001324511.2",14.6086888375692,20.3700598639628,7.59922181165185,11.4707355158517
"ADAMTS13;NR_024514.3",261.628336454648,250.640301804412,198.529669829405,217.943974801182
"ADAMTS14;NM_080722.4",3.98418786479159,4.42827388347018,0.949902726456482,7.05891416360104
"ADAMTS15;NM_139055.4",26.561252431944,16.8274407571867,6.64931908519537,6.17654989315091
"ADAMTS16;NM_139056.4",1.3280626215972,2.65696433008211,1.89980545291296,0
"ADAMTS16-DT;NR_109915.1",0,0,0,0
"ADAMTS17;NM_139057.4",350.60853210166,323.263993493323,531.94552681563,453.535235011367
"ADAMTS18;NM_199355.4",0,0.885654776694035,2.84970817936945,0.88236427045013
"ADAMTS19;NM_133638.6",3.98418786479159,2.65696433008211,2.84970817936945,5.29418562270078
"ADAMTS19-AS1;NR_125748.1",0,0,0,0
"ADAMTS2;NM_014244.5",3.98418786479159,3.54261910677614,0.949902726456482,2.64709281135039
"ADAMTS20;NM_025003.5",114.213385457359,76.166310795687,69.3428990313232,82.9422414223123
"ADAMTS3;NM_014243.3",7.96837572958319,8.85654776694035,29.4469845201509,15.8825568681023
"ADAMTS4;NM_001320336.3",1.3280626215972,1.77130955338807,0.949902726456482,1.76472854090026
"ADAMTS5;NM_007038.5",3.98418786479159,2.65696433008211,0.949902726456482,2.64709281135039
